quest_id,arena_id,gold,experience
4,54000042,230,126680
4,54000043,183,292096
4,54000044,234,82455
4,54000045,105,239676
4,54000046,147,40294
4,54000047,165,29250
4,54000048,242,115577
4,54000049,192,294086
4,54000050,223,19182
4,54000051,147,132580
4,54000052,50,156598
4,54000053,29,146074
4,54000054,176,233214
4,54000055,8,136934
4,54000056,233,171865
4,54000057,126,264444
4,54000058,117,126860
5,54000000,247,69444
5,54000001,185,50741
5,54000002,236,191887
5,54000003,9,153945
5,54000004,147,183316
5,54000005,4,179561
5,54000006,72,39371
5,54000007,200,184464
5,54000008,230,83108
5,54000009,3,253019
5,54000010,98,292645
5,54000011,208,174182
5,54000012,102,157215
5,54000013,50,251615
5,54000014,235,117324
5,54000015,246,45305
5,54000016,126,296039
5,54000017,231,214704
5,54000018,233,253575
5,54000019,248,43667
5,54000020,192,86489
5,54000021,26,42355
5,54000022,196,153145
5,54000023,65,55462
5,54000024,203,137422
5,54000025,165,190616
5,54000026,173,210271
5,54000027,134,19216
5,54000028,38,24118
5,54000029,153,35610
5,54000030,14,21103
5,54000031,86,118614
5,54000032,70,214556
5,54000033,135,16092
5,54000034,250,210073
5,54000035,224,179657
5,54000036,188,189383
5,54000037,12,103499
5,54000038,7,80519
5,54000039,239,53990
5,54000040,13,269140
5,54000041,54,242752
5,54000042,219,175805
5,54000043,99,125967
5,54000044,255,45406
5,54000045,218,285725
5,54000046,186,146587
5,54000047,67,262357
5,54000048,70,186424
5,54000049,88,19981
5,54000050,205,129880
5,54000051,208,170095
5,54000052,102,183440
5,54000053,206,241606
5,54000054,108,263782
5,54000055,231,28001
5,54000056,40,240747
5,54000057,40,235239
5,54000058,186,84243
6,54000000,100,77496
6,54000001,155,298605
6,54000002,46,148284
6,54000003,253,80355
6,54000004,36,298986
6,54000005,162,156432
6,54000006,17,185975
6,54000007,167,277624
6,54000008,184,201145
6,54000009,70,154857
6,54000010,179,49846
6,54000011,200,17868
6,54000012,232,244398
6,54000013,153,207496
6,54000014,144,275810
6,54000015,173,21875
6,54000016,152,135871
6,54000017,165,298390
6,54000018,174,198411
6,54000019,188,28924
6,54000020,188,11051
6,54000021,53,258742
6,54000022,217,87950
6,54000023,68,120910
6,54000024,145,283322
6,54000025,100,291782
6,54000026,23,244433
6,54000027,212,38605
6,54000028,135,214527
6,54000029,189,102813
6,54000030,250,288579
6,54000031,232,245748
6,54000032,215,3864
6,54000033,124,4524
6,54000034,82,242750
6,54000035,16,93913
6,54000036,243,198026
6,54000037,233,26271
6,54000038,139,2151
6,54000039,154,165326
6,54000040,192,20263
6,54000041,0,253915
6,54000042,213,208042
6,54000043,160,20188
6,54000044,188,55849
6,54000045,192,163391
6,54000046,38,120480
6,54000047,217,2439
6,54000048,255,267382
6,54000049,30,28517
6,54000050,11,77098
6,54000051,233,39919
6,54000052,76,154683
6,54000053,91,272287
6,54000054,31,29364
6,54000055,254,79563
6,54000056,76,285747
6,54000057,199,26204
6,54000058,27,104341
7,54000000,129,187213
7,54000001,90,49824
7,54000002,32,215650
7,54000003,78,70923
7,54000004,42,287746
7,54000005,59,176814
7,54000006,189,180819
7,54000007,112,4290
7,54000008,105,286225
7,54000009,128,67540
7,54000010,91,93610
7,54000011,218,238283
7,54000012,39,101529
7,54000013,86,155827
7,54000014,245,85884
7,54000015,29,194758
7,54000016,2,286869
7,54000017,241,188791
7,54000018,63,150938
7,54000019,88,158842
7,54000020,232,276505
7,54000021,211,96531
7,54000022,145,182155
7,54000023,142,92537
7,54000024,143,293107
7,54000025,199,138503
7,54000026,181,229684
7,54000027,175,120927
7,54000028,149,18220
7,54000029,99,130971
7,54000030,231,88209
7,54000031,21,128242
7,54000032,86,46631
7,54000033,153,117187
7,54000034,134,214939
7,54000035,139,78368
7,54000036,71,260606
7,54000037,6,273178
7,54000038,77,151873
7,54000039,67,206597
7,54000040,145,217258
7,54000041,68,106472
7,54000042,201,106769
7,54000043,96,23972
7,54000044,219,157401
7,54000045,224,33438
7,54000046,161,96334
7,54000047,37,296779
7,54000048,206,273879
7,54000049,36,261751
7,54000050,153,51224
7,54000051,55,213906
7,54000052,141,8104
7,54000053,104,106711
7,54000054,206,107593
7,54000055,195,97625
7,54000056,130,281929
7,54000057,31,45197
7,54000058,126,176372
8,54000000,209,22959
8,54000001,64,105876
8,54000002,129,7250
8,54000003,191,15430
8,54000004,145,114855
8,54000005,202,21018
8,54000006,62,174312
8,54000007,28,175367
8,54000008,214,87234
8,54000009,150,114152
8,54000010,81,123869
8,54000011,123,274583
8,54000012,163,118698
8,54000013,187,32549
8,54000014,197,128264
8,54000015,251,18675
8,54000016,24,88754
8,54000017,78,221327
8,54000018,221,78920
8,54000019,98,252719
8,54000020,205,66553
8,54000021,176,43459
8,54000022,238,296266
8,54000023,139,103194
8,54000024,41,116837
8,54000025,130,203860
8,54000026,206,219809
8,54000027,206,210207
8,54000028,15,227946
8,54000029,122,72465
8,54000030,209,3053
8,54000031,183,156544
8,54000032,198,166083
8,54000033,187,187105
8,54000034,214,155383
8,54000035,126,183611
8,54000036,235,42005
8,54000037,96,272167
8,54000038,7,168336
8,54000039,159,11495
8,54000040,207,145744
8,54000041,252,147104
8,54000042,159,71351
8,54000043,152,85269
8,54000044,141,119247
8,54000045,78,118753
8,54000046,34,13586
8,54000047,90,136432
8,54000048,229,58772
8,54000049,48,178811
8,54000050,72,180785
8,54000051,43,174591
8,54000052,219,290543
8,54000053,174,97305
8,54000054,0,194735
8,54000055,202,16384
8,54000056,206,75926
8,54000057,166,205118
8,54000058,189,249202
9,54000000,115,180428
9,54000001,221,75116
9,54000002,189,103562
9,54000003,148,50569
9,54000004,239,152568
9,54000005,57,127067
9,54000006,122,37363
9,54000007,136,179530
9,54000008,87,30447
9,54000009,11,30491
9,54000010,90,131854
9,54000011,178,138139
9,54000012,60,151418
9,54000013,157,124043
9,54000014,40,58245
9,54000015,230,101799
9,54000016,220,139514
9,54000017,116,45268
9,54000018,170,30111
9,54000019,232,33990
9,54000020,224,5322
9,54000021,42,193547
9,54000022,149,159517
9,54000023,38,143736
9,54000024,118,216479
9,54000025,216,210254
9,54000026,5,68088
9,54000027,133,150824
9,54000028,255,34441
9,54000029,33,51043
9,54000030,90,16390
9,54000031,186,56362
9,54000032,142,23441
9,54000033,12,263741
9,54000034,4,55989
9,54000035,78,137374
9,54000036,80,166395
9,54000037,248,91929
9,54000038,24,5548
9,54000039,117,23277
9,54000040,151,133987
9,54000041,95,291450
9,54000042,178,1454
9,54000043,127,36617
9,54000044,164,261217
9,54000045,42,162162
9,54000046,22,288631
9,54000047,214,175215
9,54000048,129,68199
9,54000049,205,28155
9,54000050,45,287
9,54000051,31,230117
9,54000052,59,232895
9,54000053,155,42711
9,54000054,134,109940
9,54000055,101,292958
9,54000056,118,174511
9,54000057,38,48757
9,54000058,59,10817
10,54000000,195,99954
10,54000001,253,40630
10,54000002,224,31725
10,54000003,35,41196
10,54000004,129,94729
10,54000005,33,178030
10,54000006,150,181056
10,54000007,165,76145
10,54000008,63,261487
10,54000009,235,151754
10,54000010,227,55355
10,54000011,255,194761
10,54000012,33,187678
10,54000013,244,276407
10,54000014,25,211922
10,54000015,81,289768
10,54000016,242,191161
10,54000017,106,142204
10,54000018,175,261862
10,54000019,201,96344
10,54000020,97,117644
10,54000021,46,173627
10,54000022,214,237058
10,54000023,122,28896
10,54000024,158,177167
10,54000025,61,249392
10,54000026,82,239063
10,54000027,207,82273
10,54000028,242,51202
10,54000029,137,76526
10,54000030,101,38949
10,54000031,119,168884
10,54000032,250,73424
10,54000033,60,14119
10,54000034,45,53459
10,54000035,131,117743
10,54000036,176,191790
10,54000037,220,139042
10,54000038,130,13939
10,54000039,242,287039
10,54000040,116,163002
10,54000041,59,151844
10,54000042,37,41985
10,54000043,95,246701
10,54000044,246,94
10,54000045,32,64234
10,54000046,171,296866
10,54000047,130,54459
10,54000048,208,135052
10,54000049,157,66378
10,54000050,116,260071
10,54000051,78,189574
10,54000052,134,125825
10,54000053,146,78327
10,54000054,168,40361
10,54000055,255,116931
10,54000056,150,121283
10,54000057,129,271772
10,54000058,37,297132
11,54000000,12,247011
11,54000001,17,35845
11,54000002,235,46877
11,54000003,10,159198
11,54000004,22,25488
11,54000005,135,290720
11,54000006,151,224475
11,54000007,119,1238
11,54000008,30,112944
11,54000009,168,2073
11,54000010,231,83470
11,54000011,16,236727
11,54000012,231,204767
11,54000013,122,5056
11,54000014,247,224298
11,54000015,164,198604
11,54000016,85,231542
11,54000017,184,239468
11,54000018,157,284893
11,54000019,131,278315
11,54000020,170,147112
11,54000021,98,93409
11,54000022,160,97260
11,54000023,212,111605
11,54000024,244,179681
11,54000025,88,66635
11,54000026,75,230299
11,54000027,129,38065
11,54000028,188,78759
11,54000029,102,54146
11,54000030,91,173252
11,54000031,58,98998
11,54000032,246,9179
11,54000033,245,77798
11,54000034,166,105660
11,54000035,58,138015
11,54000036,132,225974
11,54000037,62,20867
11,54000038,65,131667
11,54000039,153,65782
11,54000040,17,116270
11,54000041,188,196459
11,54000042,223,85682
11,54000043,30,55468
11,54000044,9,140368
11,54000045,70,172864
11,54000046,26,271644
11,54000047,185,206300
11,54000048,92,90501
11,54000049,65,30633
11,54000050,206,185103
11,54000051,8,282861
11,54000052,63,47439
11,54000053,244,254521
11,54000054,70,299874
11,54000055,133,71726
11,54000056,206,252330
11,54000057,67,92749
11,54000058,5,42694
12,54000000,81,232378
12,54000001,73,286669
12,54000002,170,256588
12,54000003,254,121863
12,54000004,217,183732
12,54000005,247,211816
12,54000006,154,42151
12,54000007,202,291690
12,54000008,235,62345
12,54000009,78,122022
12,54000010,19,249272
12,54000011,4,38734
12,54000012,65,239858
12,54000013,149,175594
12,54000014,151,6052
12,54000015,25,250733
12,54000016,222,21201
12,54000017,148,190835
12,54000018,111,280155
12,54000019,41,189849
12,54000020,33,98128
12,54000021,251,198361
12,54000022,115,195060
12,54000023,71,34657
12,54000024,211,182631
12,54000025,253,115567
12,54000026,149,64915
12,54000027,45,54347
12,54000028,22,37045
12,54000029,115,113313
12,54000030,153,131077
12,54000031,224,89945
12,54000032,132,203811
12,54000033,28,206453
12,54000034,141,198656
12,54000035,230,259111
12,54000036,130,107750
12,54000037,242,75788
12,54000038,219,107141
12,54000039,216,119912
12,54000040,61,291356
12,54000041,124,252159
12,54000042,242,250080
12,54000043,185,131725
12,54000044,147,167275
12,54000045,219,100164
12,54000046,228,155204
12,54000047,38,6016
12,54000048,189,83334
12,54000049,218,50088
12,54000050,150,28272
12,54000051,196,89666
12,54000052,52,229450
12,54000053,182,184339
12,54000054,121,186990
12,54000055,100,30291
12,54000056,49,86362
12,54000057,94,219017
12,54000058,26,109809
13,54000000,88,156776
13,54000001,185,153544
13,54000002,248,3397
13,54000003,89,191188
13,54000004,14,23860
13,54000005,18,38061
13,54000006,14,285662
13,54000007,86,157759
13,54000008,136,96705
13,54000009,65,177966
13,54000010,82,79684
13,54000011,204,42979
13,54000012,120,78902
13,54000013,21,173847
13,54000014,38,144130
13,54000015,228,274714
13,54000016,0,143376
13,54000017,16,195489
13,54000018,45,103675
13,54000019,54,279914
13,54000020,147,258154
13,54000021,142,193805
13,54000022,239,274510
13,54000023,30,236193
13,54000024,107,5239
13,54000025,87,170119
13,54000026,56,18195
13,54000027,55,167767
13,54000028,23,235876
13,54000029,218,234086
13,54000030,76,143165
13,54000031,88,82705
13,54000032,5,158297
13,54000033,69,130120
13,54000034,49,133144
13,54000035,52,195577
13,54000036,185,127926
13,54000037,198,160280
13,54000038,38,294537
13,54000039,58,244201
13,54000040,51,253400
13,54000041,67,1130
13,54000042,94,92403
13,54000043,81,279807
13,54000044,109,181043
13,54000045,254,152923
13,54000046,73,237230
13,54000047,110,84295
13,54000048,64,32982
13,54000049,181,233715
13,54000050,73,83664
13,54000051,48,68087
13,54000052,238,242828
13,54000053,250,118628
13,54000054,137,286694
13,54000055,19,225099
13,54000056,140,240919
13,54000057,179,297
13,54000058,193,38328
14,54000000,6,118383
14,54000001,254,226229
14,54000002,240,211786
14,54000003,30,25450
14,54000004,172,24019
14,54000005,206,40477
14,54000006,122,208565
14,54000007,45,106871
14,54000008,217,295317
14,54000009,33,140640
14,54000010,208,189315
14,54000011,151,125270
14,54000012,111,79389
14,54000013,67,226250
14,54000014,167,293402
14,54000015,191,258391
14,54000016,247,132122
14,54000017,194,183615
14,54000018,66,225223
14,54000019,225,26500
14,54000020,51,263655
14,54000021,219,208256
14,54000022,103,114657
14,54000023,1,153570
14,54000024,239,19754
14,54000025,5,92678
14,54000026,42,34827
14,54000027,46,80911
14,54000028,100,222929
14,54000029,200,68867
14,54000030,37,228112
14,54000031,217,265251
14,54000032,173,204693
14,54000033,178,185478
14,54000034,60,87911
14,54000035,200,25905
14,54000036,180,97912
14,54000037,255,163509
14,54000038,134,149742
14,54000039,249,66596
14,54000040,126,44040
14,54000041,4,167985
14,54000042,142,293679
14,54000043,14,23812
14,54000044,117,75772
14,54000045,134,169271
14,54000046,152,138816
14,54000047,84,273937
14,54000048,12,123027
14,54000049,66,99036
14,54000050,69,203772
14,54000051,56,159588
14,54000052,208,293690
14,54000053,173,181614
14,54000054,141,176205
14,54000055,25,33138
14,54000056,176,180100
14,54000057,106,192471
14,54000058,180,98276
15,54000000,148,152330
15,54000001,77,25361
15,54000002,133,203227
15,54000003,119,9052
15,54000004,58,18676
15,54000005,152,15433
15,54000006,89,27286
15,54000007,165,4444
15,54000008,84,84945
15,54000009,87,274624
15,54000010,49,116128
15,54000011,201,78099
15,54000012,152,206879
15,54000013,162,137169
15,54000014,58,134123
15,54000015,154,289500
15,54000016,54,280020
15,54000017,174,26053
15,54000018,232,73825
15,54000019,155,271481
15,54000020,63,230592
15,54000021,248,299531
15,54000022,39,172232
15,54000023,35,186330
15,54000024,134,22765
15,54000025,0,276383
15,54000026,195,48319
15,54000027,0,115925
15,54000028,100,55008
15,54000029,187,174213
15,54000030,55,105184
15,54000031,198,84332
15,54000032,73,62551
15,54000033,7,173004
15,54000034,177,88606
15,54000035,210,56396
15,54000036,1,174698
15,54000037,79,1965
15,54000038,124,200454
15,54000039,245,253354
15,54000040,152,235723
15,54000041,252,281834
15,54000042,37,87391
15,54000043,215,11558
15,54000044,69,160584
15,54000045,28,176785
15,54000046,157,17451
15,54000047,18,5609
15,54000048,123,252230
15,54000049,44,208601
15,54000050,93,138150
15,54000051,40,61416
15,54000052,50,282341
15,54000053,211,100514
15,54000054,10,50947
15,54000055,143,92768
15,54000056,191,179616
15,54000057,251,228854
15,54000058,88,286484
16,54000000,37,130938
16,54000001,37,262347
16,54000002,137,130988
16,54000003,12,5472
16,54000004,149,197510
16,54000005,155,141461
16,54000006,190,172449
16,54000007,208,32428
16,54000008,112,169729
16,54000009,27,41062
16,54000010,51,158110
16,54000011,22,34613
16,54000012,204,9489
16,54000013,46,271039
16,54000014,19,110583
16,54000015,221,211250
16,54000016,194,113253
16,54000017,242,271902
16,54000018,98,221864
16,54000019,38,257588
16,54000020,42,154135
16,54000021,22,248281
16,54000022,188,116600
16,54000023,13,73222
16,54000024,124,287627
16,54000025,0,281792
16,54000026,65,195607
16,54000027,29,4943
16,54000028,234,224303
16,54000029,173,215229
16,54000030,23,168449
16,54000031,13,242444
16,54000032,86,30587
16,54000033,171,208212
16,54000034,43,194298
16,54000035,86,227449
16,54000036,7,84752
16,54000037,189,178245
16,54000038,186,15281
16,54000039,70,35239
16,54000040,149,234362
16,54000041,240,5223
16,54000042,111,252671
16,54000043,232,87652
16,54000044,228,16144
16,54000045,167,13869
16,54000046,208,43047
16,54000047,248,278264
16,54000048,151,179600
16,54000049,3,74882
16,54000050,14,74837
16,54000051,84,169732
16,54000052,246,155653
16,54000053,76,75566
16,54000054,63,288929
16,54000055,185,246818
16,54000056,172,298467
16,54000057,102,221872
16,54000058,134,127691
17,54000000,148,201642
17,54000001,162,109991
17,54000002,69,184003
17,54000003,167,83198
17,54000004,100,288936
17,54000005,136,34489
17,54000006,47,76763
17,54000007,247,86830
17,54000008,205,290920
17,54000009,159,105163
17,54000010,43,166951
17,54000011,211,39067
17,54000012,223,81229
17,54000013,192,44504
17,54000014,88,84142
17,54000015,54,149198
17,54000016,9,233235
17,54000017,134,292488
17,54000018,1,191507
17,54000019,45,49337
17,54000020,75,71058
17,54000021,41,150216
17,54000022,78,173683
17,54000023,169,259193
17,54000024,202,158875
17,54000025,115,660
17,54000026,251,196580
17,54000027,50,264789
17,54000028,108,131194
17,54000029,254,59247
17,54000030,32,262902
17,54000031,226,11837
17,54000032,95,54580
17,54000033,206,7783
17,54000034,63,93779
17,54000035,27,122253
17,54000036,123,3240
17,54000037,42,276083
17,54000038,246,42687
17,54000039,107,197673
17,54000040,57,241936
17,54000041,169,85110
17,54000042,86,170138
17,54000043,36,73729
17,54000044,158,294014
17,54000045,32,142619
17,54000046,197,248763
17,54000047,59,80332
17,54000048,187,48161
17,54000049,78,28248
17,54000050,98,298868
17,54000051,42,240750
17,54000052,186,52447
17,54000053,15,21453
17,54000054,92,211986
17,54000055,177,147859
17,54000056,53,57754
17,54000057,217,216548
17,54000058,94,188092
18,54000000,134,23699
18,54000001,97,172622
18,54000002,120,256304
18,54000003,48,183409
18,54000004,37,152334
18,54000005,22,88046
18,54000006,10,9200
18,54000007,235,97356
18,54000008,99,293711
18,54000009,5,165291
18,54000010,80,128042
18,54000011,168,283297
18,54000012,89,204331
18,54000013,116,35311
18,54000014,171,78834
18,54000015,131,289919
18,54000016,245,42464
18,54000017,193,285340
18,54000018,71,100770
18,54000019,177,48333
18,54000020,100,60344
18,54000021,123,227247
18,54000022,33,98369
18,54000023,11,114446
18,54000024,76,175685
18,54000025,86,75424
18,54000026,239,98143
18,54000027,224,13311
18,54000028,230,29796
18,54000029,108,252065
18,54000030,35,254548
18,54000031,17,287574
18,54000032,169,96412
18,54000033,46,29949
18,54000034,183,284550
18,54000035,116,49026
18,54000036,141,181566
18,54000037,48,127352
18,54000038,149,214913
18,54000039,70,116559
18,54000040,139,145924
18,54000041,134,195890
18,54000042,15,245758
18,54000043,247,296129
18,54000044,78,251187
18,54000045,170,135238
18,54000046,9,232671
18,54000047,247,8021
18,54000048,239,217243
18,54000049,16,169028
18,54000050,34,36398
18,54000051,78,58469
18,54000052,201,201299
18,54000053,85,277917
18,54000054,109,299523
18,54000055,140,270850
18,54000056,97,185535
18,54000057,180,29461
18,54000058,250,132605
19,54000000,126,124953
19,54000001,203,33036
19,54000002,211,40112
19,54000003,222,47589
19,54000004,90,194193
19,54000005,218,297680
19,54000006,47,269607
19,54000007,2,193360
19,54000008,111,221481
19,54000009,218,120748
19,54000010,114,172593
19,54000011,171,132187
19,54000012,84,242876
19,54000013,160,272555
19,54000014,202,29341
19,54000015,40,99982
19,54000016,118,236510
19,54000017,57,213346
19,54000018,222,5044
19,54000019,249,52892
19,54000020,91,13117
19,54000021,141,110608
19,54000022,102,216921
19,54000023,41,233599
19,54000024,115,200130
19,54000025,233,49181
19,54000026,118,242314
19,54000027,162,273885
19,54000028,62,247184
19,54000029,123,240668
19,54000030,136,175966
19,54000031,185,149031
19,54000032,194,216481
19,54000033,118,14858
19,54000034,252,285382
19,54000035,49,190007
19,54000036,174,273422
19,54000037,187,262638
19,54000038,47,129646
19,54000039,160,83247
19,54000040,87,102021
19,54000041,165,209689
19,54000042,164,263450
19,54000043,31,274046
19,54000044,177,186994
19,54000045,204,137605
19,54000046,164,175243
19,54000047,236,214971
19,54000048,187,158744
19,54000049,85,267864
19,54000050,172,33274
19,54000051,170,279050
19,54000052,98,117303
19,54000053,201,56640
19,54000054,122,183833
19,54000055,213,118964
19,54000056,203,176677
19,54000057,32,9173
19,54000058,251,253847
20,54000000,241,136528
20,54000001,250,279511
20,54000002,53,118139
20,54000003,127,85466
20,54000004,12,126207
20,54000005,99,14551
20,54000006,146,110303
20,54000007,138,101667
20,54000008,48,118985
20,54000009,120,134444
20,54000010,28,70455
20,54000011,85,38319
20,54000012,107,42626
20,54000013,103,198583
20,54000014,254,42053
20,54000015,129,145715
20,54000016,63,265833
20,54000017,109,203026
20,54000018,184,104050
20,54000019,227,151197
20,54000020,90,57413
20,54000021,189,97393
20,54000022,81,248468
20,54000023,72,281623
20,54000024,180,93640
20,54000025,176,57954
20,54000026,15,11882
20,54000027,234,52485
20,54000028,86,122798
20,54000029,66,18318
20,54000030,101,207260
20,54000031,10,62755
20,54000032,72,241020
20,54000033,10,29655
20,54000034,48,25853
20,54000035,91,214889
20,54000036,109,131011
20,54000037,192,94170
20,54000038,170,113227
20,54000039,87,78281
20,54000040,97,87036
20,54000041,31,274700
20,54000042,17,6187
20,54000043,74,270893
20,54000044,164,53610
20,54000045,105,212927
20,54000046,62,55183
20,54000047,234,225083
20,54000048,233,186205
20,54000049,30,181755
20,54000050,47,284337
20,54000051,146,2770
20,54000052,139,232747
20,54000053,113,299335
20,54000054,183,7671
20,54000055,197,220140
20,54000056,194,153623
20,54000057,0,72383
20,54000058,109,243535
21,54000000,135,34876
21,54000001,132,215020
21,54000002,181,128285
21,54000003,59,255442
21,54000004,28,70959
21,54000005,140,215936
21,54000006,101,237490
21,54000007,212,177506
21,54000008,76,21165
21,54000009,122,273779
21,54000010,155,71691
21,54000011,178,150285
21,54000012,206,25238
21,54000013,141,117967
21,54000014,75,99118
21,54000015,61,158953
21,54000016,167,77350
21,54000017,7,236007
21,54000018,136,180444
21,54000019,36,38008
21,54000020,88,144691
21,54000021,232,180922
21,54000022,54,247503
21,54000023,249,294499
21,54000024,108,110732
21,54000025,80,66862
21,54000026,169,195930
21,54000027,150,264257
21,54000028,148,182393
21,54000029,126,58263
21,54000030,137,108814
21,54000031,2,172206
21,54000032,221,26335
21,54000033,21,273615
21,54000034,225,285457
21,54000035,241,240694
21,54000036,152,215803
21,54000037,25,154045
21,54000038,33,29670
21,54000039,83,125865
21,54000040,138,278435
21,54000041,180,234576
21,54000042,29,3305
21,54000043,206,138406
21,54000044,149,273002
21,54000045,204,137539
21,54000046,109,290129
21,54000047,103,9266
21,54000048,157,128187
21,54000049,33,62232
21,54000050,92,99119
21,54000051,43,13631
21,54000052,145,213434
21,54000053,150,31199
21,54000054,157,227787
21,54000055,253,44584
21,54000056,155,185544
21,54000057,28,60590
21,54000058,49,127852
22,54000000,105,139921
22,54000001,71,158846
22,54000002,189,187879
22,54000003,167,191918
22,54000004,174,1929
22,54000005,252,12238
22,54000006,18,295063
22,54000007,141,248714
22,54000008,21,113769
22,54000009,156,77542
22,54000010,122,25235
22,54000011,44,231987
22,54000012,229,130483
22,54000013,45,249838
22,54000014,133,244026
22,54000015,16,21749
22,54000016,90,264117
22,54000017,107,275847
22,54000018,206,38552
22,54000019,132,136022
22,54000020,70,85382
22,54000021,224,36779
22,54000022,228,143134
22,54000023,58,162103
22,54000024,34,156357
22,54000025,148,207090
22,54000026,176,23789
22,54000027,133,26610
22,54000028,166,252831
22,54000029,176,100073
22,54000030,34,162282
