player,deck,title,description,date,card,level
#2Q9JG29RL,109,Región de Murcia bees,He shall know your ways as if born to them.,2021-09-08,26000063,8
#2Q9JG29RL,109,Región de Murcia bees,He shall know your ways as if born to them.,2021-09-08,26000034,5
#2Q9JG29RL,109,Región de Murcia bees,He shall know your ways as if born to them.,2021-09-08,26000024,14
#2Q9JG29RL,109,Región de Murcia bees,He shall know your ways as if born to them.,2021-09-08,26000048,2
#2Q9JG29RL,109,Región de Murcia bees,He shall know your ways as if born to them.,2021-09-08,26000015,5
#2Q9JG29RL,109,Región de Murcia bees,He shall know your ways as if born to them.,2021-09-08,26000026,1
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,26000011,11
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,28000002,4
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,26000005,10
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,26000002,10
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,28000001,12
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,27000002,13
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,27000000,10
#2Q9JG29RL,110,Cantabria chickens,He shall know your ways as if born to them.,2021-09-04,26000019,13
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,26000032,6
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,26000043,11
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,26000054,8
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,26000009,4
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,28000010,5
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,26000001,10
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,27000003,7
#2Q9JG29RL,111,Cataluña birds,To suspect your own mortality is to know the beginning of terror; to learn irrefutably that you are mortal is to know the end of terror.,2021-08-20,26000005,10
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,26000011,11
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,28000015,9
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,26000023,2
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,27000009,9
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,26000036,8
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,26000017,8
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,26000013,13
#UPRJQQ89,112,Navarra goblins,I am the Kwisatz Haderach. That is reason enough.,2021-09-25,26000021,11
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,28000001,14
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,26000057,12
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,26000029,5
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,26000023,2
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,26000063,5
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,26000018,9
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,26000060,5
#UPRJQQ89,113,Castilla-La Mancha penguins,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-17,28000006,5
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,26000049,13
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,26000038,12
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,27000010,11
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,26000028,11
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,28000015,9
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,26000056,13
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,26000009,8
#2PPRU8QU0,114,Comunidad de Madrid exorcists,"Bless the Maker and all His Water. Bless the coming and going of Him, May His passing cleanse the world. May He keep the world for his people.",2021-09-27,26000067,11
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,26000048,2
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,26000044,8
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,26000058,9
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,26000080,12
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,27000006,14
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,26000018,11
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,28000008,13
#LLJQJLPRJ,115,Cantabria fishes,Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,2021-08-30,26000084,13
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,28000000,12
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,26000019,14
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,26000026,3
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,28000006,4
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,26000014,11
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,26000034,6
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,27000005,7
#LLJQJLPRJ,116,Región de Murcia spirits,From water does all life begin.,2021-09-28,26000050,5
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,26000021,10
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,28000018,13
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,26000050,2
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,26000046,6
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,26000053,11
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,26000000,13
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,28000013,5
#GJ820UYPC,117,Andalucía whales,Humans must never submit to animals.,2021-08-05,27000003,12
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,26000059,9
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,26000043,12
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,27000012,9
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,26000017,9
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,27000002,12
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,26000007,5
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,28000002,6
#GJ820UYPC,118,Comunidad de Madrid monkeys,"When God hath ordained a creature to die in a particular place, He causeth that creature's wants to direct him to that place",2021-10-19,26000058,9
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,27000005,8
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,26000017,8
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,26000014,11
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,28000002,5
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,26000067,8
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,26000053,12
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,27000012,11
#PCY2PV8LG,119,Extremadura buffalo,"Thou shalt not make a machine in the likeness of a man's mind",2021-09-03,26000041,13
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,26000036,8
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,26000015,8
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,28000007,5
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,28000000,12
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,27000003,11
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,28000001,13
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,28000005,5
#PCY2PV8LG,120,Castilla-La Mancha warlocks,"It is by will alone I set my mind in motion. It is by the juice of Sapho that thoughts acquire speed, the lips acquire stains. The stains become a warning.",2021-09-10,26000033,2
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,27000000,13
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,26000067,10
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,28000015,8
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,26000084,14
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,26000072,2
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,26000054,8
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,26000011,11
#22U2C2PP0,121,Castilla y León prophets,God created Arrakis to train the faithful.,2021-08-19,26000003,11
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,28000009,8
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,26000001,13
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,28000014,11
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,27000005,8
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,28000002,6
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,27000004,11
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,26000058,8
#22U2C2PP0,122,Principado de Asturias cattle,There should be a science of discontent. People need hard times and oppression to develop psychic muscles.,2021-10-08,26000038,11
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000056,13
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000064,13
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000043,13
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000083,6
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000040,11
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000034,6
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000007,4
#22U2C2PP0,123,Comunidad de Madrid geese,"A world is supported by four things ... the learning of the wise, the justice of the great, the prayers of the righteous and the valor of the brave. But all of these are as nothing ... without a ruler who knows the art of ruling. Make that the science of your tradition!",2021-10-14,26000045,7
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,28000004,5
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,26000034,4
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,26000018,9
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,26000003,7
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,26000031,10
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,26000045,6
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,27000008,4
#PCRRGRRCV,124,Castilla-La Mancha witches,"Thou shalt not make a machine in the likeness of a man's mind",2021-08-25,28000007,6
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,26000057,10
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,28000016,10
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,26000000,13
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,26000035,3
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,26000046,5
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,26000062,5
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,26000043,13
#22YQRCCV,125,Castilla-La Mancha conspirators,A stone is heavy and the sand is weighty; but a fools wrath is heavier than them both.,2021-09-22,26000015,8
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,26000009,8
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,26000051,5
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,26000063,8
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,26000001,13
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,26000059,11
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,26000048,5
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,26000062,5
#CJRGGCC8,126,Baleares gnomes,"Think you of the fact that a deaf person cannot hear. Then, what deafness may we not all possess? What senses do we lack that we cannot see and cannot hear another world all around us?",2021-10-31,28000008,14
