player,name,description,arena,date,gems
#2Q9JG29RL,Special Challenge,Participate in 5 unique Special Event Challenges,54000002,2020-04-21,42
#2Q9JG29RL,Friend in Need II,Donate 25000 cards,54000012,2020-03-21,191
#UPRJQQ89,Team Player,Join a Clan,54000056,2021-04-05,48
#UPRJQQ89,Friend in Need,Donate 2500 cards,54000011,2021-09-30,235
#UPRJQQ89,Road to Glory,Reach Arena 6,54000032,2021-03-07,210
#UPRJQQ89,Gatherer,Collect 40 cards,54000025,2021-08-20,163
#UPRJQQ89,TV Royale,Watch a TV Royale Replay,54000009,2020-08-31,100
#UPRJQQ89,Tournament Rewards,Win 1000 cards from tournaments,54000033,2021-01-29,208
#UPRJQQ89,Tournament Host,Create and finish 10 tournaments,54000055,2021-11-03,123
#UPRJQQ89,Tournament Player,Join a tournament,54000049,2020-06-16,254
#UPRJQQ89,Challenge Streak,Get 12 wins in a single Challenge,54000032,2021-08-01,145
#UPRJQQ89,Practice with Friends,Win 10 Friendly Battles,54000003,2020-05-26,238
#UPRJQQ89,Special Challenge,Participate in 5 unique Special Event Challenges,54000046,2020-09-01,42
#UPRJQQ89,Friend in Need II,Donate 25000 cards,54000030,2021-02-16,191
#2PPRU8QU0,Team Player,Join a Clan,54000053,2021-06-14,48
#2PPRU8QU0,Friend in Need,Donate 2500 cards,54000048,2021-02-25,235
#2PPRU8QU0,Road to Glory,Reach Arena 6,54000023,2021-06-13,210
#2PPRU8QU0,Gatherer,Collect 40 cards,54000058,2020-06-30,163
#2PPRU8QU0,TV Royale,Watch a TV Royale Replay,54000031,2020-04-07,100
#2PPRU8QU0,Tournament Rewards,Win 1000 cards from tournaments,54000049,2021-05-04,208
#2PPRU8QU0,Tournament Host,Create and finish one tournament,54000011,2020-09-24,123
#2PPRU8QU0,Tournament Player,Join a tournament,54000010,2020-04-04,254
#2PPRU8QU0,Challenge Streak,Get 12 wins in a single Challenge,54000044,2020-06-10,145
#2PPRU8QU0,Practice with Friends,Win 10 Friendly Battles,54000036,2020-12-13,238
#2PPRU8QU0,Special Challenge,Participate in 5 unique Special Event Challenges,54000050,2020-07-10,42
#2PPRU8QU0,Friend in Need II,Donate 25000 cards,54000033,2020-12-15,191
#LLJQJLPRJ,Team Player,Join a Clan,54000030,2021-05-13,48
#LLJQJLPRJ,Friend in Need,Donate 2500 cards,54000026,2021-10-04,235
#LLJQJLPRJ,Road to Glory,Reach Arena 6,54000020,2020-08-04,210
#LLJQJLPRJ,Gatherer,Collect 40 cards,54000044,2020-04-01,163
#LLJQJLPRJ,TV Royale,Watch a TV Royale Replay,54000046,2020-08-15,100
#LLJQJLPRJ,Tournament Rewards,Win 1000 cards from tournaments,54000029,2020-11-11,208
#LLJQJLPRJ,Tournament Host,Create and finish one tournament,54000013,2020-09-27,123
#LLJQJLPRJ,Tournament Player,Join a tournament,54000054,2021-01-29,254
#LLJQJLPRJ,Challenge Streak,Get 12 wins in a single Challenge,54000001,2021-02-09,145
#LLJQJLPRJ,Practice with Friends,Win 10 Friendly Battles,54000029,2020-12-09,238
#LLJQJLPRJ,Special Challenge,Participate in 5 unique Special Event Challenges,54000019,2021-10-29,42
#LLJQJLPRJ,Friend in Need II,Donate 25000 cards,54000048,2020-07-01,191
#GJ820UYPC,Team Player,Join a Clan,54000046,2021-04-14,48
#GJ820UYPC,Friend in Need,Donate 2500 cards,54000005,2020-10-27,235
#GJ820UYPC,Road to Glory,Reach Arena 6,54000031,2021-09-29,210
#GJ820UYPC,Gatherer,Collect 40 cards,54000046,2020-05-13,163
#GJ820UYPC,TV Royale,Watch a TV Royale Replay,54000054,2021-10-12,100
#GJ820UYPC,Tournament Rewards,Win 1000 cards from tournaments,54000035,2020-07-22,208
#GJ820UYPC,Tournament Host,Create and finish one tournament,54000004,2021-09-08,123
#GJ820UYPC,Tournament Player,Join a tournament,54000003,2021-07-23,254
#GJ820UYPC,Challenge Streak,Get 12 wins in a single Challenge,54000004,2020-09-28,145
#GJ820UYPC,Practice with Friends,Win 10 Friendly Battles,54000037,2020-07-18,238
#GJ820UYPC,Special Challenge,Participate in 5 unique Special Event Challenges,54000048,2021-09-26,42
#GJ820UYPC,Friend in Need II,Donate 5000 cards,54000044,2021-04-02,191
#PCY2PV8LG,Team Player,Join a Clan,54000007,2021-08-27,48
#PCY2PV8LG,Friend in Need,Donate 2500 cards,54000051,2020-06-15,235
#PCY2PV8LG,Road to Glory,Reach Arena 6,54000021,2021-10-04,210
#PCY2PV8LG,Gatherer,Collect 40 cards,54000006,2021-04-20,163
#PCY2PV8LG,TV Royale,Watch a TV Royale Replay,54000053,2021-10-16,100
#PCY2PV8LG,Tournament Rewards,Win 1000 cards from tournaments,54000002,2020-11-20,208
#PCY2PV8LG,Tournament Host,Create and finish 10 tournaments,54000013,2020-06-07,123
#PCY2PV8LG,Tournament Player,Join a tournament,54000042,2020-05-07,254
#PCY2PV8LG,Challenge Streak,Get 12 wins in a single Challenge,54000012,2021-09-12,145
#PCY2PV8LG,Practice with Friends,Win 10 Friendly Battles,54000037,2020-08-28,238
#PCY2PV8LG,Special Challenge,Participate in 5 unique Special Event Challenges,54000005,2021-08-18,42
#PCY2PV8LG,Friend in Need II,Donate 25000 cards,54000011,2020-04-12,191
#22U2C2PP0,Team Player,Join a Clan,54000050,2021-09-30,48
#22U2C2PP0,Friend in Need,Donate 2500 cards,54000038,2021-01-24,235
#22U2C2PP0,Road to Glory,Reach Arena 6,54000034,2021-10-26,210
#22U2C2PP0,Gatherer,Collect 40 cards,54000049,2021-04-01,163
#22U2C2PP0,TV Royale,Watch a TV Royale Replay,54000048,2021-02-19,100
#22U2C2PP0,Tournament Rewards,Win 1000 cards from tournaments,54000005,2021-02-13,208
#22U2C2PP0,Tournament Host,Create and finish 10 tournaments,54000033,2021-09-25,123
#22U2C2PP0,Tournament Player,Join a tournament,54000005,2021-07-04,254
#22U2C2PP0,Challenge Streak,Get 12 wins in a single Challenge,54000009,2020-04-05,145
#22U2C2PP0,Practice with Friends,Win 10 Friendly Battles,54000026,2021-05-16,238
#22U2C2PP0,Special Challenge,Participate in 5 unique Special Event Challenges,54000051,2021-03-31,42
#22U2C2PP0,Friend in Need II,Donate 25000 cards,54000001,2020-05-15,191
#PCRRGRRCV,Team Player,Join a Clan,54000004,2021-05-27,48
#PCRRGRRCV,Friend in Need,Donate 2500 cards,54000008,2021-05-17,235
#PCRRGRRCV,Road to Glory,Reach Arena 6,54000022,2020-06-26,210
#PCRRGRRCV,Gatherer,Collect 40 cards,54000015,2021-10-02,163
#PCRRGRRCV,TV Royale,Watch a TV Royale Replay,54000057,2020-04-08,100
#PCRRGRRCV,Tournament Rewards,Win 1000 cards from tournaments,54000009,2020-07-22,208
#PCRRGRRCV,Tournament Host,Create and finish 10 tournaments,54000019,2020-07-17,123
#PCRRGRRCV,Tournament Player,Join a tournament,54000015,2021-02-07,254
#PCRRGRRCV,Challenge Streak,Get 12 wins in a single Challenge,54000045,2020-10-16,145
#PCRRGRRCV,Practice with Friends,Win 10 Friendly Battles,54000031,2020-04-07,238
#PCRRGRRCV,Special Challenge,Participate in 5 unique Special Event Challenges,54000053,2021-04-07,42
#PCRRGRRCV,Friend in Need II,Donate 25000 cards,54000016,2021-09-26,191
#22YQRCCV,Team Player,Join a Clan,54000031,2021-07-15,48
#22YQRCCV,Friend in Need,Donate 2500 cards,54000019,2020-04-27,235
#22YQRCCV,Road to Glory,Reach Arena 6,54000005,2020-08-21,210
#22YQRCCV,Gatherer,Collect 40 cards,54000025,2021-01-14,163
#22YQRCCV,TV Royale,Watch a TV Royale Replay,54000010,2020-07-17,100
#22YQRCCV,Tournament Rewards,Win 1000 cards from tournaments,54000024,2021-10-20,208
#22YQRCCV,Tournament Host,Create and finish 10 tournaments,54000052,2021-01-29,123
#22YQRCCV,Tournament Player,Join a tournament,54000057,2021-09-08,254
#22YQRCCV,Challenge Streak,Get 12 wins in a single Challenge,54000050,2020-05-04,145
#22YQRCCV,Practice with Friends,Win 10 Friendly Battles,54000054,2020-08-11,238
#22YQRCCV,Special Challenge,Participate in 5 unique Special Event Challenges,54000014,2021-06-13,42
#22YQRCCV,Friend in Need II,Donate 25000 cards,54000007,2020-06-08,191
#CJRGGCC8,Team Player,Join a Clan,54000050,2020-10-30,48
#CJRGGCC8,Friend in Need,Donate 2500 cards,54000001,2020-12-01,235
#CJRGGCC8,Road to Glory,Reach Arena 6,54000047,2020-04-03,210
#CJRGGCC8,Gatherer,Collect 40 cards,54000030,2021-07-15,163
#CJRGGCC8,TV Royale,Watch a TV Royale Replay,54000040,2020-10-25,100
#CJRGGCC8,Tournament Rewards,Win 20000 cards from tournaments,54000004,2020-06-22,208
#CJRGGCC8,Tournament Host,Create and finish one tournament,54000034,2020-12-26,123
#CJRGGCC8,Tournament Player,Join a tournament,54000056,2021-03-26,254
#CJRGGCC8,Challenge Streak,Get 12 wins in a single Challenge,54000023,2021-01-27,145
#CJRGGCC8,Practice with Friends,Win 10 Friendly Battles,54000056,2020-07-08,238
#CJRGGCC8,Special Challenge,Participate in 5 unique Special Event Challenges,54000043,2020-04-11,42
#CJRGGCC8,Friend in Need II,Donate 25000 cards,54000056,2021-07-03,191
#22QUQG09C,Team Player,Join a Clan,54000032,2021-06-21,48
#22QUQG09C,Friend in Need,Donate 2500 cards,54000011,2020-05-18,235
#22QUQG09C,Road to Glory,Reach Arena 6,54000021,2020-11-26,210
#22QUQG09C,Gatherer,Collect 40 cards,54000022,2021-10-31,163
#22QUQG09C,TV Royale,Watch a TV Royale Replay,54000009,2020-11-26,100
#22QUQG09C,Tournament Rewards,Win 1000 cards from tournaments,54000038,2021-11-07,208
#22QUQG09C,Tournament Host,Create and finish 10 tournaments,54000051,2021-03-11,123
#22QUQG09C,Tournament Player,Join a tournament,54000038,2020-10-06,254
#22QUQG09C,Challenge Streak,Get 12 wins in a single Challenge,54000032,2021-01-20,145
#22QUQG09C,Practice with Friends,Win 10 Friendly Battles,54000033,2020-05-19,238
#22QUQG09C,Special Challenge,Participate in 5 unique Special Event Challenges,54000037,2020-05-22,42
#22QUQG09C,Friend in Need II,Donate 25000 cards,54000025,2021-07-11,191
#LP098UL8L,Team Player,Join a Clan,54000035,2021-06-10,48
#LP098UL8L,Friend in Need,Donate 2500 cards,54000006,2021-06-11,235
#LP098UL8L,Road to Glory,Reach Arena 6,54000026,2021-08-28,210
#LP098UL8L,Gatherer,Collect 40 cards,54000043,2020-09-11,163
#LP098UL8L,TV Royale,Watch a TV Royale Replay,54000049,2021-11-05,100
#LP098UL8L,Tournament Rewards,Win 1000 cards from tournaments,54000041,2020-07-04,208
#LP098UL8L,Tournament Host,Create and finish one tournament,54000012,2021-08-08,123
#LP098UL8L,Tournament Player,Join a tournament,54000020,2020-09-18,254
#LP098UL8L,Challenge Streak,Get 12 wins in a single Challenge,54000003,2021-02-26,145
#LP098UL8L,Practice with Friends,Win 10 Friendly Battles,54000057,2020-11-21,238
#LP098UL8L,Special Challenge,Participate in 5 unique Special Event Challenges,54000024,2020-11-09,42
#LP098UL8L,Friend in Need II,Donate 25000 cards,54000047,2021-09-06,191
#9LR00P2G,Team Player,Join a Clan,54000051,2021-03-25,48
#9LR00P2G,Friend in Need,Donate 2500 cards,54000012,2020-09-07,235
#9LR00P2G,Road to Glory,Reach Arena 6,54000020,2020-04-27,210
#9LR00P2G,Gatherer,Collect 40 cards,54000043,2021-10-06,163
#9LR00P2G,TV Royale,Watch a TV Royale Replay,54000057,2021-06-02,100
#9LR00P2G,Tournament Rewards,Win 1000 cards from tournaments,54000023,2021-09-17,208
#9LR00P2G,Tournament Host,Create and finish 10 tournaments,54000011,2021-10-10,123
#9LR00P2G,Tournament Player,Join a tournament,54000041,2021-05-30,254
#9LR00P2G,Challenge Streak,Get 12 wins in a single Challenge,54000011,2021-10-30,145
#9LR00P2G,Practice with Friends,Win 10 Friendly Battles,54000017,2020-05-29,238
#9LR00P2G,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2020-12-10,42
#9LR00P2G,Friend in Need II,Donate 25000 cards,54000037,2021-04-16,191
#PCYRRP8J2,Team Player,Join a Clan,54000036,2021-02-23,48
#PCYRRP8J2,Friend in Need,Donate 250 cards,54000026,2021-06-23,235
#PCYRRP8J2,Road to Glory,Reach Arena 6,54000002,2021-10-23,210
#PCYRRP8J2,Gatherer,Collect 40 cards,54000032,2021-02-28,163
#PCYRRP8J2,TV Royale,Watch a TV Royale Replay,54000043,2021-01-08,100
#PCYRRP8J2,Tournament Rewards,Win 1000 cards from tournaments,54000029,2021-05-31,208
#PCYRRP8J2,Tournament Host,Create and finish one tournament,54000058,2021-06-03,123
#PCYRRP8J2,Tournament Player,Join a tournament,54000037,2020-04-19,254
#PCYRRP8J2,Challenge Streak,Get 12 wins in a single Challenge,54000042,2021-06-16,145
#PCYRRP8J2,Practice with Friends,Win 10 Friendly Battles,54000055,2021-03-27,238
#PCYRRP8J2,Special Challenge,Participate in 5 unique Special Event Challenges,54000006,2020-12-25,42
#PCYRRP8J2,Friend in Need II,Donate 5000 cards,54000002,2020-04-03,191
#90VLUCGVG,Team Player,Join a Clan,54000001,2020-08-09,48
#90VLUCGVG,Friend in Need,Donate 2500 cards,54000028,2020-10-30,235
#90VLUCGVG,Road to Glory,Reach Arena 6,54000040,2021-01-28,210
#90VLUCGVG,Gatherer,Collect 40 cards,54000017,2020-12-30,163
#90VLUCGVG,TV Royale,Watch a TV Royale Replay,54000053,2021-01-20,100
#90VLUCGVG,Tournament Rewards,Win 1000 cards from tournaments,54000026,2021-10-29,208
#90VLUCGVG,Tournament Host,Create and finish 50 tournaments,54000043,2020-06-13,123
#90VLUCGVG,Tournament Player,Join a tournament,54000002,2021-09-20,254
#90VLUCGVG,Challenge Streak,Get 12 wins in a single Challenge,54000015,2020-11-25,145
#90VLUCGVG,Practice with Friends,Win 10 Friendly Battles,54000025,2021-02-24,238
#90VLUCGVG,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2020-05-24,42
#90VLUCGVG,Friend in Need II,Donate 25000 cards,54000028,2021-08-16,191
#9LQJLL,Team Player,Join a Clan,54000033,2020-08-05,48
#9LQJLL,Friend in Need,Donate 2500 cards,54000021,2021-09-10,235
#9LQJLL,Road to Glory,Reach Arena 6,54000050,2020-05-31,210
#9LQJLL,Gatherer,Collect 40 cards,54000002,2020-12-20,163
#9LQJLL,TV Royale,Watch a TV Royale Replay,54000011,2021-02-06,100
#9LQJLL,Tournament Rewards,Win 20000 cards from tournaments,54000050,2021-10-10,208
#9LQJLL,Tournament Host,Create and finish one tournament,54000053,2021-10-03,123
#9LQJLL,Tournament Player,Join a tournament,54000033,2021-02-25,254
#9LQJLL,Challenge Streak,Get 12 wins in a single Challenge,54000017,2020-10-02,145
#9LQJLL,Practice with Friends,Win 10 Friendly Battles,54000013,2020-12-19,238
#9LQJLL,Special Challenge,Participate in 5 unique Special Event Challenges,54000038,2020-10-11,42
#9LQJLL,Friend in Need II,Donate 25000 cards,54000005,2020-05-18,191
#2YQ98PLCJ,Team Player,Join a Clan,54000004,2021-01-12,48
#2YQ98PLCJ,Friend in Need,Donate 2500 cards,54000049,2020-04-20,235
#2YQ98PLCJ,Road to Glory,Reach Arena 6,54000010,2020-10-22,210
#2YQ98PLCJ,Gatherer,Collect 40 cards,54000044,2021-03-01,163
#2YQ98PLCJ,TV Royale,Watch a TV Royale Replay,54000005,2020-04-03,100
#2YQ98PLCJ,Tournament Rewards,Win 20000 cards from tournaments,54000048,2020-05-07,208
#2YQ98PLCJ,Tournament Host,Create and finish 10 tournaments,54000054,2021-02-22,123
#2YQ98PLCJ,Tournament Player,Join a tournament,54000041,2020-04-01,254
#2YQ98PLCJ,Challenge Streak,Get 12 wins in a single Challenge,54000001,2020-11-06,145
#2YQ98PLCJ,Practice with Friends,Win 10 Friendly Battles,54000045,2021-07-13,238
#2YQ98PLCJ,Special Challenge,Participate in 5 unique Special Event Challenges,54000044,2020-12-05,42
#2YQ98PLCJ,Friend in Need II,Donate 25000 cards,54000013,2020-10-08,191
#9J00RUV,Team Player,Join a Clan,54000030,2021-07-20,48
#9J00RUV,Friend in Need,Donate 2500 cards,54000021,2020-09-25,235
#9J00RUV,Road to Glory,Reach Arena 6,54000045,2020-05-08,210
#9J00RUV,Gatherer,Collect 40 cards,54000008,2020-08-06,163
#9J00RUV,TV Royale,Watch a TV Royale Replay,54000046,2020-06-04,100
#9J00RUV,Tournament Rewards,Win 1000 cards from tournaments,54000054,2021-10-31,208
#9J00RUV,Tournament Host,Create and finish one tournament,54000028,2020-04-23,123
#9J00RUV,Tournament Player,Join a tournament,54000058,2020-11-12,254
#9J00RUV,Challenge Streak,Get 12 wins in a single Challenge,54000052,2020-10-20,145
#9J00RUV,Practice with Friends,Win 10 Friendly Battles,54000015,2020-12-25,238
#9J00RUV,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2021-08-05,42
#9J00RUV,Friend in Need II,Donate 25000 cards,54000011,2021-08-19,191
#CPQPPQ28,Team Player,Join a Clan,54000007,2020-10-03,48
#CPQPPQ28,Friend in Need,Donate 2500 cards,54000014,2021-03-06,235
#CPQPPQ28,Road to Glory,Reach Arena 6,54000043,2021-06-09,210
#CPQPPQ28,Gatherer,Collect 40 cards,54000010,2021-03-08,163
#CPQPPQ28,TV Royale,Watch a TV Royale Replay,54000013,2021-01-05,100
#CPQPPQ28,Tournament Rewards,Win 20000 cards from tournaments,54000006,2021-05-07,208
#CPQPPQ28,Tournament Host,Create and finish 10 tournaments,54000053,2021-10-06,123
#CPQPPQ28,Tournament Player,Join a tournament,54000003,2021-11-02,254
#CPQPPQ28,Challenge Streak,Get 12 wins in a single Challenge,54000031,2021-04-17,145
#CPQPPQ28,Practice with Friends,Win 10 Friendly Battles,54000012,2020-10-31,238
#CPQPPQ28,Special Challenge,Participate in 5 unique Special Event Challenges,54000038,2021-04-28,42
#CPQPPQ28,Friend in Need II,Donate 25000 cards,54000053,2020-03-30,191
#2QYUL0VCP,Team Player,Join a Clan,54000047,2020-07-24,48
#2QYUL0VCP,Friend in Need,Donate 2500 cards,54000014,2021-08-09,235
#2QYUL0VCP,Road to Glory,Reach Arena 6,54000027,2021-09-27,210
#2QYUL0VCP,Gatherer,Collect 40 cards,54000022,2021-06-09,163
#2QYUL0VCP,TV Royale,Watch a TV Royale Replay,54000036,2021-11-01,100
#2QYUL0VCP,Tournament Rewards,Win 1000 cards from tournaments,54000044,2020-05-02,208
#2QYUL0VCP,Tournament Host,Create and finish 10 tournaments,54000018,2021-08-01,123
#2QYUL0VCP,Tournament Player,Join a tournament,54000002,2020-09-25,254
#2QYUL0VCP,Challenge Streak,Get 12 wins in a single Challenge,54000012,2021-07-13,145
#2QYUL0VCP,Practice with Friends,Win 10 Friendly Battles,54000038,2021-01-24,238
#2QYUL0VCP,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2020-09-18,42
#2QYUL0VCP,Friend in Need II,Donate 25000 cards,54000054,2020-10-27,191
#UCYRJRL9,Team Player,Join a Clan,54000021,2021-08-30,48
#UCYRJRL9,Friend in Need,Donate 2500 cards,54000041,2020-05-06,235
#UCYRJRL9,Road to Glory,Reach Arena 6,54000044,2020-05-17,210
#UCYRJRL9,Gatherer,Collect 40 cards,54000007,2020-08-08,163
#UCYRJRL9,TV Royale,Watch a TV Royale Replay,54000001,2020-11-29,100
#UCYRJRL9,Tournament Rewards,Win 20000 cards from tournaments,54000007,2021-08-19,208
#UCYRJRL9,Tournament Host,Create and finish 10 tournaments,54000046,2020-04-02,123
#UCYRJRL9,Tournament Player,Join a tournament,54000010,2021-09-28,254
#UCYRJRL9,Challenge Streak,Get 12 wins in a single Challenge,54000032,2021-10-02,145
#UCYRJRL9,Practice with Friends,Win 10 Friendly Battles,54000003,2020-11-07,238
#UCYRJRL9,Special Challenge,Participate in 5 unique Special Event Challenges,54000021,2020-03-31,42
#UCYRJRL9,Friend in Need II,Donate 25000 cards,54000005,2021-03-21,191
#LR9R9RUR,Team Player,Join a Clan,54000058,2020-04-05,48
#LR9R9RUR,Friend in Need,Donate 2500 cards,54000014,2020-08-09,235
#LR9R9RUR,Road to Glory,Reach Arena 6,54000007,2020-11-11,210
#LR9R9RUR,Gatherer,Collect 40 cards,54000042,2020-09-02,163
#LR9R9RUR,TV Royale,Watch a TV Royale Replay,54000037,2021-08-30,100
#LR9R9RUR,Tournament Rewards,Win 20000 cards from tournaments,54000013,2021-10-30,208
#LR9R9RUR,Tournament Host,Create and finish 10 tournaments,54000033,2020-10-15,123
#LR9R9RUR,Tournament Player,Join a tournament,54000017,2020-04-06,254
#LR9R9RUR,Challenge Streak,Get 12 wins in a single Challenge,54000002,2021-10-25,145
#LR9R9RUR,Practice with Friends,Win 10 Friendly Battles,54000005,2021-03-17,238
#LR9R9RUR,Special Challenge,Participate in 5 unique Special Event Challenges,54000009,2021-08-22,42
#LR9R9RUR,Friend in Need II,Donate 25000 cards,54000023,2021-09-30,191
#YCLJUU8G,Team Player,Join a Clan,54000053,2021-05-21,48
#YCLJUU8G,Friend in Need,Donate 2500 cards,54000033,2020-05-10,235
#YCLJUU8G,Road to Glory,Reach Arena 6,54000013,2020-04-02,210
#YCLJUU8G,Gatherer,Collect 40 cards,54000037,2021-02-12,163
#YCLJUU8G,TV Royale,Watch a TV Royale Replay,54000037,2021-08-07,100
#YCLJUU8G,Tournament Rewards,Win 1000 cards from tournaments,54000024,2021-09-15,208
#YCLJUU8G,Tournament Host,Create and finish 10 tournaments,54000029,2020-04-23,123
#YCLJUU8G,Tournament Player,Join a tournament,54000055,2021-06-05,254
#YCLJUU8G,Challenge Streak,Get 12 wins in a single Challenge,54000011,2021-03-03,145
#YCLJUU8G,Practice with Friends,Win 10 Friendly Battles,54000008,2020-10-31,238
#YCLJUU8G,Special Challenge,Participate in 5 unique Special Event Challenges,54000058,2020-08-31,42
#YCLJUU8G,Friend in Need II,Donate 25000 cards,54000003,2021-03-14,191
#CG2VJYP,Team Player,Join a Clan,54000027,2020-05-23,48
#CG2VJYP,Friend in Need,Donate 2500 cards,54000050,2021-02-27,235
#CG2VJYP,Road to Glory,Reach Arena 6,54000057,2021-07-02,210
#CG2VJYP,Gatherer,Collect 40 cards,54000027,2020-04-25,163
#CG2VJYP,TV Royale,Watch a TV Royale Replay,54000057,2021-10-18,100
#CG2VJYP,Tournament Rewards,Win 20000 cards from tournaments,54000033,2020-11-06,208
#CG2VJYP,Tournament Host,Create and finish 10 tournaments,54000031,2021-02-01,123
#CG2VJYP,Tournament Player,Join a tournament,54000043,2021-02-05,254
#CG2VJYP,Challenge Streak,Get 12 wins in a single Challenge,54000001,2021-01-04,145
#CG2VJYP,Practice with Friends,Win 10 Friendly Battles,54000055,2021-10-09,238
#CG2VJYP,Special Challenge,Participate in 5 unique Special Event Challenges,54000002,2021-11-11,42
#CG2VJYP,Friend in Need II,Donate 25000 cards,54000004,2021-04-23,191
